id,검색어,생산자_영문,생산자_한글,큐베,분류,현지가_원화,게시연도,신뢰도,우선순위,식별확실,샴드뱅링크
477,Lilbert-Fils GC Cramant Blanc de Blancs Extra Brut,Lilbert-Fils,릴베르 피스,GC Cramant Blanc de Blancs Extra Brut,RM,51600.0,2022,낮음,3,True,http://charme-du-vin.com/2022/06/26589/
478,David Coutelas Cuvée Prestige,David Coutelas,다비드 쿠텔라,Cuvée Prestige,RM,51600.0,2022,낮음,3,True,http://charme-du-vin.com/2022/09/27428/
479,Gallimard Cuvée de Réserve Brut Blanc de Noirs,Gallimard,갈리마르,Cuvée de Réserve Brut Blanc de Noirs,RM,52800.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/28089/
480,Allouchery-Perseval Brut Réserve,Allouchery-Perseval,알루슈리 페르스발,Brut Réserve,RM,55300.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/28100/
481,Rémy Massin,Rémy Massin,레미 마생,ランテグラル,RM,55300.0,2022,낮음,3,True,http://charme-du-vin.com/2022/05/26118/
482,Gallimard Cuvée de Réserve Blanc de Noirs Brut,Gallimard,갈리마르,Cuvée de Réserve Blanc de Noirs Brut,RM,55400.0,2021,낮음,3,True,http://charme-du-vin.com/2021/11/24297/
483,Chartogne-Taillet Cuvée Sainte-Anne Brut,Chartogne-Taillet,샤르토뉴 타이에,Cuvée Sainte-Anne Brut,RM,56700.0,2021,낮음,3,True,http://charme-du-vin.com/2021/04/22274/
484,Paul Clouet Rosé Assemblage,Paul Clouet,폴 클루에,Rosé Assemblage,RM,57700.0,2022,낮음,3,True,http://charme-du-vin.com/2022/12/28433/
485,Allouchery-Perseval Rosé Assemblage Brut,Allouchery-Perseval,알루슈리 페르스발,Rosé Assemblage Brut,RM,58900.0,2022,낮음,3,True,http://charme-du-vin.com/2022/12/28430/
486,Paul Clouet Brut Blanc de Noirs Grand Cru,Paul Clouet,폴 클루에,Brut Blanc de Noirs Grand Cru,RM,60400.0,2021,낮음,3,True,http://charme-du-vin.com/2021/11/24310/
487,Pierre Paillard Les Parcelles,Pierre Paillard,피에르 파이야르,Les Parcelles,RM,60400.0,2021,낮음,3,True,http://charme-du-vin.com/2021/04/22270/
488,Cazé-Thibaut Meunier,Cazé-Thibaut,카제 티보,ティボー ナチュラメント ピノ Meunier,RM,60400.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24055/
489,André Beaufort Polisy Réserve Brut,André Beaufort,앙드레 보포르,Polisy Réserve Brut,RM,61400.0,2022,낮음,3,True,http://charme-du-vin.com/2022/02/25196/
490,André Jacquart Vertus Expérience 1er Cru Blanc de Blancs Extra Brut,André Jacquart,앙드레 자카르,Vertus Expérience 1er Cru Blanc de Blancs Extra Brut,RM,61400.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/28092/
491,J.M. Labruyère Brut,J.M. Labruyère,J.M. 라브뤼예르,プロローグ Brut,RM,61800.0,2021,낮음,3,True,http://charme-du-vin.com/2021/07/23137/
492,Moussé Fils L'Or d'Eugène Blanc de Noirs,Moussé Fils,무세 피스,L'Or d'Eugène Blanc de Noirs,RM,61800.0,2021,낮음,3,True,http://charme-du-vin.com/2021/09/23595/
493,Moussé Fils Rosé Effusion,Moussé Fils,무세 피스,Rosé Effusion,RM,61800.0,2021,낮음,3,True,http://charme-du-vin.com/2021/09/23595/
494,Francis Boulard Les Murgiers Brut Nature,Francis Boulard,프랑시스 불라르,Les Murgiers Brut Nature,RM,64400.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24089/
495,Francis Boulard Murgiers Brut Nature,Francis Boulard,프랑시스 불라르,レ Murgiers Brut Nature,RM,64400.0,2021,낮음,3,True,http://charme-du-vin.com/2021/06/22759/
496,J.L. Vergnon Blanc de Blancs Extra Brut,J.L. Vergnon,J.L. 베르뇽,エロカンス Blanc de Blancs Extra Brut,RM,64400.0,2021,낮음,3,True,http://charme-du-vin.com/2021/04/22495/
497,Gatinois Grand Cru Brut Nature,Gatinois,가티누아,Grand Cru Brut Nature,RM,66300.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/28086/
498,Pierre Gimonnet Oger Grand Cru Blanc de Blancs Brut Chardonnay,Pierre Gimonnet,피에르 지모네,Oger Grand Cru Blanc de Blancs Brut Chardonnay,RM,66300.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/27997/
499,Robert Barbichon Demi-Sec,Robert Barbichon,로베르 바르비숑,Demi-Sec,RM,66300.0,2022,낮음,3,True,http://charme-du-vin.com/2022/12/28427/
500,Moussé Fils Anecdote Blanc de Blancs,Moussé Fils,무세 피스,Anecdote Blanc de Blancs,RM,67000.0,2021,낮음,3,True,http://charme-du-vin.com/2021/03/22141/
501,Pierre Callot Grand Cru Blanc de Blancs,Pierre Callot,피에르 칼로,Grand Cru Blanc de Blancs,RM,67000.0,2021,낮음,3,True,http://charme-du-vin.com/2021/07/23230/
502,Gatinois Aÿ Grand Cru Brut Rosé,Gatinois,가티누아,Aÿ Grand Cru Brut Rosé,RM,72400.0,2022,낮음,3,True,http://charme-du-vin.com/2022/02/25336/
503,Gatinois Grand Cru Réserve Brut,Gatinois,가티누아,Grand Cru Réserve Brut,RM,73700.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/28086/
504,David Coutelas Cuvée 2014,David Coutelas,다비드 쿠텔라,Cuvée セザール 2014,RM,76100.0,2022,낮음,3,True,http://charme-du-vin.com/2022/12/28421/
505,André Clouet Dream Vintage 2012,André Clouet,앙드레 클루에,Dream Vintage 2012,RM,78600.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27685/
506,Nowack Sans Année Sans Année ※ Chardonnay 100%,Nowack,노박,Sans Année Sans Année ※ Chardonnay 100%,RM,79800.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24152/
507,Claude Cazals Blanc de Blancs Grand Cru 2012,Claude Cazals,클로드 카잘,Blanc de Blancs Grand Cru 2012,RM,81100.0,2021,낮음,3,True,http://charme-du-vin.com/2021/11/24300/
508,Savart L'Ouverture 1er Cru,Savart,사바르,L'Ouverture 1er Cru,RM,81100.0,2021,낮음,3,True,http://charme-du-vin.com/2021/05/22660/
509,Claude Cazals Blanc de Blancs Millésime 2014,Claude Cazals,클로드 카잘,Blanc de Blancs Millésime 2014,RM,83500.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/28212/
510,Suenen Blanc de Blancs Oiry Grand Cru,Suenen,쉬넨,Blanc de Blancs Oiry Grand Cru,RM,83500.0,2022,낮음,3,True,http://charme-du-vin.com/2022/12/28369/
511,Pierre Callot Réserve,Pierre Callot,피에르 칼로,グローヴ Réserve,RM,83700.0,2021,낮음,3,True,http://charme-du-vin.com/2021/07/23230/
512,Waris-Larmandier Grand Cru Blanc de Blancs,Waris-Larmandier,와리스 라르망디에,パルティキュール クレイユーズ Grand Cru Blanc de Blancs,RM,83700.0,2021,낮음,3,True,http://charme-du-vin.com/2021/06/22752/
513,André Jacquart Expérience Blanc de Blancs Extra Brut 2012,André Jacquart,앙드레 자카르,Expérience Blanc de Blancs Extra Brut 2012,RM,86200.0,2021,낮음,3,True,http://charme-du-vin.com/2021/11/24292/
514,Éric Rodez Blanc de Blancs Extra Brut,Éric Rodez,에릭 로데즈,Blanc de Blancs Extra Brut,RM,90900.0,2022,낮음,3,True,http://charme-du-vin.com/2022/02/25302/
515,Pierre Gimonnet Œnophile Non Dosé 1er Cru Blanc de Blancs 2008,Pierre Gimonnet,피에르 지모네,Œnophile Non Dosé 1er Cru Blanc de Blancs 2008,RM,96500.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24003/
516,Pierre Paillard Les Rosé Bouzy Grand Cru,Pierre Paillard,피에르 파이야르,Les テレ Rosé Bouzy Grand Cru,RM,98200.0,2022,낮음,3,True,http://charme-du-vin.com/2022/08/27154/
517,Savart Accomplie 1er Cru Vieilles Vignes Extra Brut,Savart,사바르,Accomplie 1er Cru Vieilles Vignes Extra Brut,RM,101700.0,2021,낮음,3,True,http://charme-du-vin.com/2021/05/22660/
518,Christophe Mignon ADN de Meunier Rosé de,Christophe Mignon,크리스토프 미뇽,ADN de Meunier Rosé de セニエ,RM,103200.0,2022,낮음,3,True,http://charme-du-vin.com/2022/12/28363/
519,Nowack La Fontinette ※ Meunier 100%,Nowack,노박,La Fontinette ※ Meunier 100%,RM,108200.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24157/
520,Nowack La Tuilerie ※ Chardonnay 100%,Nowack,노박,La Tuilerie ※ Chardonnay 100%,RM,108200.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24157/
521,Nowack Les ※ Noir 100%,Nowack,노박,Les ボーシェ ※ピノ Noir 100%,RM,108200.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24157/
522,Barnaut Grand Cru Grande Réserve Brut,Barnaut,바르노,Grand Cru Grande Réserve Brut,RM,113000.0,2022,낮음,3,True,http://charme-du-vin.com/2022/02/25291/
523,Jacques Lassaigne Blanc de Blancs,Jacques Lassaigne,자크 라세뉴,ラコリーヌ アンスピレ Blanc de Blancs,RM,113200.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24099/
524,Jacques Lassaigne Extra Brut Blanc de Blancs,Jacques Lassaigne,자크 라세뉴,ルコテ Extra Brut Blanc de Blancs,RM,113200.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24099/
525,Marie Courtin Blanc de Blancs,Marie Courtin,마리 쿠르탱,エロカンス Blanc de Blancs,RM,114500.0,2021,낮음,3,True,http://charme-du-vin.com/2021/09/23592/
526,Huguenot-Tassin Noir,Huguenot-Tassin,위그노 타생,Noir スペシャル,RM,115800.0,2021,낮음,3,True,http://charme-du-vin.com/2021/09/23658/
527,André Jacquart Expérience Extra Brut Blanc de Blancs 2012,André Jacquart,앙드레 자카르,Expérience Extra Brut Blanc de Blancs 2012,RM,116600.0,2022,낮음,3,True,http://charme-du-vin.com/2022/12/28417/
528,Pierre Gimonnet Spécial Club Grand Terroirs Chardonnay 2014,Pierre Gimonnet,피에르 지모네,Spécial Club Grand Terroirs ド Chardonnay 2014,RM,117800.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/27997/
529,J. Lassalle Spécial Club 2012,J. Lassalle,J. 라살,Spécial Club 2012,RM,121500.0,2022,낮음,3,True,http://charme-du-vin.com/2022/02/25237/
530,Pierre Paillard La Grand Grand Cru 2008,Pierre Paillard,피에르 파이야르,La Grand リコルテ ブージー Grand Cru 2008,RM,122800.0,2022,낮음,3,True,http://charme-du-vin.com/2022/02/25371/
531,Coessens Blanc de Noirs Brut,Coessens,코에상스,ラルジリエ Blanc de Noirs Brut,RM,122800.0,2022,낮음,3,True,http://charme-du-vin.com/2022/07/26857/
532,Coessens Brut Nature,Coessens,코에상스,ラルジリエ Brut Nature,RM,122800.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/28097/
533,De Sousa Cuvée Blanc de Blancs Extra Brut,De Sousa,드 수자,スーザ Cuvée デ コーダリー Blanc de Blancs Extra Brut,RM,126100.0,2021,낮음,3,True,http://charme-du-vin.com/2021/12/24631/
534,Vilmart & Cie Grand Cellier d'Or 2015,Vilmart & Cie,빌마르,Grand Cellier d'Or 2015,RM,128700.0,2021,낮음,3,True,http://charme-du-vin.com/2021/06/22801/
535,Suenen La Grand Vignes MSV Meunier 2013,Suenen,쉬넨,La Grand ド Vignes MSV ピノ Meunier 2013,RM,141600.0,2021,낮음,3,True,http://charme-du-vin.com/2021/04/22246/
536,Nowack Les 2015,Nowack,노박,Les リセイ 2015,RM,147300.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27702/
537,Roses de Jeanne 2018,Roses de Jeanne,로즈 드 잔,コートドヴァルヴィレーヌ 2018,RM,151800.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24040/
538,Nowack 2015 ※ Chardonnay 100%,Nowack,노박,キュイ 2015 ※ Chardonnay 100%,RM,154400.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24152/
539,Pierre Gimonnet Spécial Club Cramant Grand Cru 2014,Pierre Gimonnet,피에르 지모네,Spécial Club Cramant Grand Cru 2014,RM,154400.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24003/
540,Roses de Jeanne 2017,Roses de Jeanne,로즈 드 잔,コートドヴァルヴィレーヌ 2017,RM,154400.0,2021,낮음,3,True,http://charme-du-vin.com/2021/08/23494/
541,Claude Cazals Clos Blanc de Blancs 2012,Claude Cazals,클로드 카잘,Clos カザル Blanc de Blancs 2012,RM,159600.0,2022,낮음,3,True,http://charme-du-vin.com/2022/04/25773/
542,Doyard Blanc de Blancs 2013 Extra Brut,Doyard,두아야르,Blanc de Blancs 2013 Extra Brut,RM,159600.0,2022,낮음,3,True,http://charme-du-vin.com/2022/05/26254/
543,David Léclapart Blanc de Blancs LV14,David Léclapart,다비드 레클라파르,ラルティスト Blanc de Blancs LV14,RM,167300.0,2021,낮음,3,True,http://charme-du-vin.com/2021/01/21506/
544,Suenen La Cru Oiry Blanc de Blancs Grand Cru 2013,Suenen,쉬넨,La コ Cru エット Oiry Blanc de Blancs Grand Cru 2013,RM,167300.0,2021,낮음,3,True,http://charme-du-vin.com/2021/04/22246/
545,Suenen La Cru Oiry Blanc de Blancs Grand Cru 2014,Suenen,쉬넨,La コ Cru エット Oiry Blanc de Blancs Grand Cru 2014,RM,171900.0,2022,낮음,3,True,http://charme-du-vin.com/2022/12/28369/
546,Suenen Blanc de Blancs Grand Cru 2013,Suenen,쉬넨,ル モンテギュ シュイィー Blanc de Blancs Grand Cru 2013,RM,180200.0,2021,낮음,3,True,http://charme-du-vin.com/2021/04/22246/
547,David Léclapart Blanc de Noirs LV15,David Léclapart,다비드 레클라파르,ラストル Blanc de Noirs LV15,RM,205900.0,2021,낮음,3,True,http://charme-du-vin.com/2021/01/21506/
548,Pierre Callot Clos Grand Cru,Pierre Callot,피에르 칼로,Clos ジャカン Grand Cru,RM,205900.0,2021,낮음,3,True,http://charme-du-vin.com/2021/07/23230/
549,De Sousa Cuvée Blanc de Blancs 2008,De Sousa,드 수자,Cuvée デコーダリー Blanc de Blancs 2008,RM,321800.0,2021,낮음,3,True,http://charme-du-vin.com/2021/03/22033/
550,De Sousa Cuvée Blanc de Blancs Extra Brut 2008,De Sousa,드 수자,スーザ Cuvée デ コーダリー Blanc de Blancs Extra Brut 2008,RM,321800.0,2021,낮음,3,True,http://charme-du-vin.com/2021/12/24631/
